X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
1266129.42697477,217679.60085544,1,6300018,763612,630,Pier/Terminals 8-18,Pier/Terminals 8 - 18,2400 11th Ave SW ,98134
1280135.75034003,274175.280842856,2,351058,0000000,350,Briarcrest School Elementary,Briarcrest School Elementary,2715 NE 158TH ST,98155
1323739.48006153,178969.913511187,3,351059,0000000,350,Briarwood Elementary School,Briarwood Elementary,17020 SE 134TH ST,98059
1316343.28192744,283405.542237937,4,351061,0000000,350,Brick Wood Fired Pizza @ Callahan Cellars,Brick Wood Fired Pizza,19501 144th AVE NE STE D900,98072
1276469.0319517,128580.310550436,5,351062,0000000,350,Brickyard Pub,Brickyard Pub,28845 MILITARY RD S,98003
1259869.3719096,202548.897521108,6,351063,0000000,350,Bridge Park,Bridge Park,3204 SW MORGAN ST,98126
1312439.82057427,245808.327078193,7,351065,0000000,350,Bridle Trails Dairy Queen,Bridle Trails Dairy Queen,6811 132ND AVE NE,98033
1311993.75027218,245746.280614361,8,351066,0000000,350,Bridle Trails Red Apple Market,Bridle Trails Red Apple Market,6625 132ND AVE NE,98033
1268644.44556677,225739.137885943,9,351074,0000000,350,Britt'S Pickles,Britt'S Pickles,1500 PIKE PL #15,98101
1301217.36336043,260915.697125852,10,351075,0000000,350,Brix Wine Cafe,Brix Wine Cafe,9749 NE 119TH WAY,98034
1268705.62621869,226279.48260577,11,351076,0000000,350,Broadacre Deli,Broadacre Deli,1601 2ND AVE,98101
1281000.05405761,236976.05832544,12,351079,0000000,350,Broadmoor Golf Club-10Th,Broadmoor Golf Club,2340 BROADMOOR DR E,98112
1281000.05405761,236976.05832544,13,351080,0000000,350,Broadmoor Golf Club Kitchen,Broadmoor Golf Club,2340 BROADMOOR DR E,98112
1266444.44537361,268001.04417561,14,351081,0000000,350,Broadview/Thomson School,Broadview/Thomson School,13052 GREENWOOD AVE N,98133
1273575.16897303,224719.462759942,15,351082,0000000,350,Broadway Market,Broadway Market,508 BROADWAY AVE,98122
1273687.64315753,227644.682631269,16,351083,0000000,350,Broadway Shell,Broadway Shell,1500 BROADWAY,98122
1268576.7855971,273501.419001609,17,351084,0000000,350,Broiler Bay,Broiler Bay,15226 AURORA AVE N,98133
1302701.21800427,179613.130072519,18,351086,0000000,350,Bronson  Big Foot Java,Bronson  Big Foot Java,1408 BRONSON WAY BLDG B,98057
1302811.84147069,179660.771709517,19,351087,0000000,350,Bronson Market,Bronson Market,1408 BRONSON WAY N,98057
1269966.36155811,106624.026379108,20,351088,0000000,350,Brooklake  Bistro #2,Brooklake Christian School,629 S 356th ST,98003
1272188.29740295,228650.113035098,21,351661,0000000,350,City Market,City Market,1722 BELLEVUE AVE,98122
1345766.5406661,134127.466778934,22,351664,0000000,350,City Perk,City Perk,23912 SE KENT KANGLEY RD,98038
1304132.74302836,227618.702040181,23,351667,0000000,350,City Soups @ Key Center,City Soups @ Key Center,601 108TH AVE NE,98004
1305330.12514803,206101.155836523,24,2342,0000000,510,Newport Hills Freeway Station,Newport Hills Freeway Station,I-405 & Lake Washington Blvd SE,98006
1302080.22679219,242597.152070105,25,350691,0000000,350,Beach Cafe,Beach Cafe,1170 CARILLON PT,98033
1301237.09790103,176142.06614852,26,650062,588381,65,Renton Police Department,Renton PD,1055 S Grady Way,98057
1321976.20012352,204931.327139437,27,6005030,0000000,600,Lakemont - Lakemont Blvd Open Space,Lakemont - Lakemont Blvd Open Space,NE Woodinville-Duvall Rd and 188th NE,00000
1268377.24990694,267459.187975854,28,1144,0000000,690,Kmart Plaza Center,Kmart Plaza Center,Aurora Ave N & N 130th St,98160
1322500.84015036,248939.574096516,29,628,366126,150,Redmond Chamber of Commerce,Redmond CC,16210 NE 80th,98052
1269941.39507261,114473.785942018,30,650047,712916,65,Federal Way Police Department,Federal Way PD,33325 8th Ave S,98003
1305923.08590436,224471.920932189,31,3600023,99911,360,Hilton-Bellevue,Hilton,300 112th Ave SE,98004
1268180.42090428,225386.070022523,32,6300007,835915,630,Pier 59-Aquarium,Pier 59 - Aquarium,1483 Alaskan Way ,98101
1263617.45791736,259786.88114202,33,5400009,259587,530,QFC (Arts Food Center),QFC (Art's Food Center),9999 Holman Rd NW,98177
1268473.47707669,225735.074901938,34,5400010,0000000,530,Rotary Grocery,Rotary Grocery,1503 Pike Pl,98101
1269504.74994853,226835.46902661,35,6900069,834694,690,"Westlake Center, Suite 400",Westlake,400 Pine St,98101
1274473.14191461,289103.362863272,36,3000001,0000000,300,Nile Temple Golf Course,Nile Temple GC,NE 205th St & 5th Ave NE,98043
1304401.13914511,227268.700115517,37,1500003,95568,150,Bellevue Downtown Assoc,Bellevue Downtown Assoc,500 108th Ave NE,98004
1298355.7499892,208618.117994189,38,6002615,0000000,600,Ellis Pond,Ellis Pond,SE 156th St and 240th Ave SE,00000
1342410.5060396,268422.179160103,39,6002959,0000000,600,Tolt Pipeline Trail Site,Tolt Pipeline Trail Site,100th Ave NE and NE 64th St to NE 132nd St and Big Rock Rd,98072
1298778.92499585,262466.525060937,40,6002700,0000000,600,Juanita Heights Park,Juanita Heights Park,NE 124th St and 89th Pl. NE,98034
1354823.54584603,66249.2590316832,41,6003010,0000000,600,Mount Peak Farm,Mount Peak Farm,276th Ave SE and SE 472nd St,98022
1374562.68484536,128296.492876604,42,6004601,0000000,600,Sugarloaf Mountain Forest,Sugarloaf Mountain Forest,Approximately 323rd Ave SE and SE 285th St,98051
1384795.0751417,197630.620940357,43,6005164,0000000,600,Chanticleer Park,Chanticleer Park,7114 Chanticleer Ave SE,98065
1391258.23085052,187728.651899189,44,6005077,0000000,600,Snoqualmie Point Park,Snoqualmie Point Park,37580 SE Winery Rd,98065
1354528.78003135,77563.5290540159,45,6004564,0000000,600,Guenther Park,Guenther Park,911 Battersby,98022
1271394.75010553,213194.312581941,46,660045,457985,66,Station 14,14,3224 4th Ave S,98134
1352912.96370919,74604.3732269406,47,351670,0000000,350,Clancy'S Coffee,Clancy'S Coffee,920 ROOSEVELT AVE,98022
1312087.0000857,259868.000074267,48,6600122,35270,664,Washington Network for Innovative Careers,WANIC,11605 132nd Ave NE,98034
1272164.99987736,264329.00001052,49,1149,247853,660,Northgate Elementary School,Northgate,11725 1st Ave NE,98125
1308158.00006969,267317.999938026,50,2206,8621,660,Robert Frost Elementary School,Robert Frost,11801 NE 140th St,98034
1306396.99998277,133840.000162274,51,6600646,669319,660,Millennium Elementary School,Millennium,11919 SE 270th St,98030
1265159.00010985,254096.000135347,52,855,12397,660,St. John Catholic School,St. John,120 N 79th St,98103
1306667.00009894,187400.99999544,53,6600369,12184,661,McKnight Middle School,McKnight,1200 Edmonds Ave NE,98056
1274644.99983861,227023.000147611,54,6600658,441089,662,Seattle Academy - Upper School,Seattle Academy,1201 E Union St,98122
1273651.99985611,189364.000006437,55,1265,12259,660,Beverly Park Elementary School,Beverly Park,1201 S 104th St,98168
1308445.00015186,248551.000070527,56,473,8631,662,Lake Washington High School,Lake Washington,12033 NE 80th St,98033
1301838.37491369,242642.359000683,57,494,35755,360,Woodmark Hotel,Woodmark H,1200 Carillon Pt,98033
1321153.35039127,248295.586211264,58,1624,982335,330,Kaiser Permanente - Redmond at Riverpark,Kaiser Permanente - Redmond at Riverpark,15809 Bear Creek Pkwy,98052
1310071.9998506,273522.999995187,59,268,110,660,Woodmoor Elementary School,Woodmoor,12225 NE 160th St,98011
1338615.49985011,218029.187426597,60,660092,12214,66,Station 81,81,2030 212th Ave Se,98075
1363930.44003378,265210.602906108,61,6005376,0000000,600,Big Rock Ball Fields,Big Rock Ball Fields,28430 NE Big Rock Road,98019
1369652.05162202,192849.951039776,62,603,0000000,600,Preston Park,Preston Park,308th Ave SE & SE 86th St,98027
1276546.03999977,245291.370763019,63,350813,0000000,350,Beta Theta Pi,Beta Theta Pi,1617 NE 47TH ST,98105
1279516.66988528,225263.405569687,64,351393,0000000,350,Catfish Corner,Catfish Corner,2726 E CHERRY ST,98122
1310128.0000667,204286.000018016,65,6600686,237975,664,Jing Mei Elementary School,Jing Mei,12635 SE 56th St,98006
1308958.0001101,151029.999902934,66,400,8585,660,Soos Creek Elementary School,Soos Creek,12651 SE 218th Pl,98031
1296514.00006378,264269.000130519,67,499,8618,660,Carl Sandburg Elementary School,Carl Sandburg,12801 84th Ave NE,98034
1296514.00006378,264269.000130519,68,6600012,8618,664,Discovery Community School,Discovery Community,12801 84th Ave NE,98034
1312333.99991977,283002.000066027,69,267,115,660,Woodin Elementary School,Woodin,12950 NE 195th St,98011
1277764.00016227,267585.000060186,70,1099,248792,660,Olympic Hills Elementary School,Olympic Hills,13018 20th Ave NE,98125
1266084.99989827,268041.000132442,71,1129,247735,660,Broadview-Thomson K-8 School,Broadview-Thomson,13052 Greenwood Ave N,98133
1300220.10387203,181145.640130848,72,2007,12189,240,Renton Memorial HS Stadium,Renton Memorial HS Stadium,N 4th St & Logan Ave N,98057
1272968.26894011,221016.798905432,73,2328,794044,390,International District Library,International District Lib,713 8th Ave S,98104
1300135.7500381,291503.8121306,74,2069,720345,530,Bartell Drugs-Canyon Park,Bartell Drugs-Canyon Park,22833 Bothell-Everett Hwy,98021
1352450.5630592,222454.64609535,75,6003161,0000000,600,Hazel Wolf Wetland Natural Area,Hazel Wolf Wetland Natural Area,600 Block of Windsor Dr SE,98053
1259984.0980581,237357.533940434,76,1488,424466,64,Armed Forces Examining & Entrance Statio,Armed Forces Examining & Entrance Statio,2247 15th Ave W,98119
1291555.2399682,142619.941919938,77,6002574,0000000,600,Uplands Playfield,Uplands Playfield,2161 E Hamlin St,00000
1305230.6200977,231949.209127188,78,131,0000000,600,Hidden Valley Park,Hidden Valley Park,112th Ave NE,98004
1313348.04808852,232094.784951523,79,350049,0000000,350,Acura Of Bellevue,Acura Of Bellevue,13424 NE 20TH ST,98005
1275575.17612785,230643.143497854,80,350051,0000000,350,Ada'S Technical Books & Cafe,Ada'S Technical Books And Cafe,425 15TH AVE E,98112
1256409.0579641,249560.814980015,81,350052,0000000,350,Adams Elementary School,Adams Elementary School,6110 28TH AVE NW,98107
1273596.38087286,123707.916751936,82,350053,0000000,350,Adelaide Elem School,Adelaide Elementary School,1635 SW 304TH ST,98003
1292180.83189286,127477.49287419,83,350054,0000000,350,"Adesa Washington @ 621 37Th St Nw; Auburn",Adesa Washington Inc.,621 37TH ST NW,98001
1257175.60728402,215795.938940361,84,350056,0000000,350,Admiral Bird,Admiral Bird,2600 CALIFORNIA AVE SW,98116
1254183.33866228,242781.7737481,85,350070,0000000,350,Afc Sushi #161 @ Metropolitan Market,Afc Sushi@ Metropolitan Market #161,3830 34TH AVE W,98199
1261845.78363919,112513.043800518,86,350076,0000000,350,Afc Sushi @ Fred Meyer #111,Afc Sushi @ Fred Meyer #111,33702 21ST AVE SW,98023
1342466.84057261,201804.743825689,87,350081,0000000,350,Afc Sushi @ Fred Meyer #658,Afc Sushi @ Fred Meyer #658,6100 E LAKE SAMMAMISH PKWY SE,98029
1301559.3754717,282344.829136267,88,350092,0000000,350,Afc Sushi @ Qfc #819,Afc Sushi @ Ofc #819,18931 BOTHELL WAY NE,98011
1295040.5003861,216529.036883608,89,350098,0000000,350,Afc Sushi @ Qfc #839,Afc Sushi @ Qfc #839,7823 SE 28TH ST,98040
1351519.41925219,208443.393278018,90,350099,0000000,350,Afc Sushi @ Qfc #840,Afc Sushi @ Qfc #840,4570 KLAHANIE DR SE,98029
1313687.80101794,181048.98317194,91,350102,0000000,350,Afc Sushi @ Qfc #871,Afc Sushi @ Qfc #871,4800 NE 4TH ST,98059
1346710.09094436,257221.1582551,92,350105,0000000,350,Afc Sushi @ Qfc #878,Afc Sushi @ Qfc #878,23475 NE NOVELTY HILL RD,98053
1270392.50046961,222960.105058193,93,351056,0000000,350,Brgr Bar,Brgr Bar,111 OCCIDENTAL AVE S,98104
1288726.30664968,169859.809028015,94,2447,592693,64,Tukwila Post Office,Tukwila Post Office,225 Andover Park W,98138
1277585.74986261,219858.04695785,95,2379,926021,600,Judkins Park and Playground,Judkins Park,2150 S Norman St,98144
1270728.50012569,224603.329133943,96,1495,834106,60,Bank of California Center,Bank of California Center,900 4th Ave,98164
1278556.54090002,239116.307981938,97,6002310,0000000,600,East Montlake Park,East Montlake Park,32nd Ave E and E John St,00000
1267730.94214444,274544.331942022,98,1125,0000000,690,Aurora Square,Aurora Square,Westminster Way N & Aurora Ave N,98133
1315496.37515669,249633.205911353,99,644,0000000,600,Welcome Park,Welcome Park,NE Redmond Way & 140th Ave NE,98052
1264793.20687819,191425.423048943,100,351595,0000000,350,Cho Binh Minh,Cho Binh Minh,9828 15TH AVE SW #A,98106
1271619.68174228,224012.812926516,101,999005,835133,999,SeaPark Garage ADA Parking,SeaPark ADA,609 6th Ave,98104
1311763.54994519,132216.362989604,102,6002356,0000000,600,Meridian Glen Park,Meridian Glen Park,Kent Kangley Road and 136th Ave SE,98042
1336801.5490817,240146.265895769,103,6003140,0000000,600,Evans Crest Natural Area,Evans Crest Natural Area,205th Pine & NE 47th St,98053
1285005.62314619,152327.11705935,104,404,0000000,600,Anderson Park in Kent,Anderson Park in Kent,21400 Russell Road,98032
1261000.7971402,196387.140487686,105,2736,520193,600,Southwest Community Center,Southwest Community Center,2801 SW Thistle St,98126
1284435.34869619,265520.723676935,106,6006968,276396,600,University Lake Shore Place,University Lake Shore Place,4275 NE 125th St,98125
1269625.79498203,223921.736008942,107,1587,831948,64,Federal Office Bldg (old),Federal Office Bldg (old),909 1st Ave,98104
1270755.76188219,225777.211956769,108,1758,448216,60,Park Place Bldg,Park Place Bldg,1200 6th Ave,98101
1318406.89295769,204681.62094593,109,6005038,0000000,600,Saddleback Open Space,Saddleback Open Space,NE Woodinville-Duvall Rd and 188th NE,00000
1373616.43050428,237923.788057268,110,2263,950861,530,Carnation QFC,Carnation QFC,31722 E Eugene St,98014
1270349.37489969,223268.343943015,111,1877,831925,480,Underground Tour & Museum,Underground Tour & Museum,1st Ave & Yesler Way,98104
1270798.67190136,262402.165937692,112,1152,267966,120,Pacific Lutheran Cemetery,Pacific Lutheran Cemetery,Meridian Ave N & N 115th St,98133
1255535.8749992,247417.405881017,113,2188,0000000,600,Hiram M Chittenden Locks,Ballard Locks,NW 54th St & 30th Ave NW,98107
1281345.7108466,246415.903947026,114,871,833277,120,Calvary Catholic Cemetery,Calvary Catholic Cemetery,5041 35th Ave NE,98105
1269625.79498203,223921.736008942,115,1718,831948,64,National Park Service,National Park Service,909 1st Ave,98104
1269325.38383745,225188.932949603,116,1819,832887,480,Seattle Art Museum,Seattle Art Museum,2nd Ave & University St,98101
1287822.19297236,102337.182918683,117,1894,727677,390,Algona-Pacific Library,Algona - Pacific Lib,255 Ellingson Rd,98047
1303293.89168769,228334.23079285,118,351974,0000000,350,Daniels Broiler - Bellevue Place,Daniels Broiler - Bellevue Place,10500 NE 8TH ST,98004
1284356.05226685,235455.182758272,119,350430,0000000,350,Attic Alehouse & Eatery,Attic Alehouse & Eatery,4226 E MADISON ST,98112
1281624.99998619,226331.99988918,120,1081,443601,660,St. Therese Catholic Academy,St. Therese,900 35th Ave,98122
1258706.91130802,246951.87498793,121,351976,0000000,350,Dante'S Inferno (2)@ Route 206-579-7559,Dante'S Inferno (2),500 NW MARKET ST,98107
1258706.91130802,246951.87498793,122,351977,0000000,350,Dante'S Inferno @ Route 206-579-7559,Dante'S Inferno (1),500 NW MARKET ST,98107
1305148.32006544,229011.23403202,123,351978,0000000,350,Danube,Danube,11000 NE 10TH ST STE B,98004
1268179.7233991,281122.389323935,124,351979,0000000,350,Darrell'S Tavern,Darrell'S Tavern,18041 AURORA AVE N,98133
1262920.00261936,121418.218575433,125,351980,0000000,350,Dash Point Arco,Dash Point Arco,1600 SW 312TH ST,98023
1278255.1287732,161867.100275934,126,351981,0000000,350,Dave'S Diner & Brew,Dave'S Diner & Brew,2825 S 188TH ST,98188
1268157.56497885,253374.506827682,127,351982,0000000,350,Davinci Pizza & Pasta,Davinci Pizza & Pasta,7617 AURORA AVE N,98103
1269869.4664107,225026.421135515,128,351983,0000000,350,Davis Wright  Tremaine Llp,Davis Wright  Tremaine Llp,1201 3RD AVE,98101
1277899.0149841,117188.840551272,129,351984,0000000,350,Davita Cafe,Davita Cafe,32275 32ND AVE S,98001
1304881.84848553,228305.266611934,130,351987,0000000,350,Day Break Cafe,Day Break Cafe,10900 NE 8TH ST #120,98004
1278017.83430028,225307.258500353,131,351988,0000000,350,Dayosense Catering,Dayosense Catering,2300 E CHERRY ST,98122
1295199.42690553,120536.38175644,132,351989,0000000,350,Days Inn Auburn / Restaurant,Days Inn Auburn,1521 D ST NE,98002
1285401.45634402,180519.658115104,133,351990,0000000,350,Days Inn South Seattle,Days Inn South Seattle,13050 48TH AVE S,98168
1299796.41508685,140577.142855942,134,370,0000000,600,Campus Park,Campus Park,Canyon Dr SE & S 252nd St,98030
1306818.79244627,117531.798198685,135,2080,777832,530,Green River College,Green River Coll,12401 SE 320th St,98032
1302674.31910793,227547.783874944,136,116,0000000,690,Bellevue Square,Bellevue Square,NE 8th St & Bellevue Way,98004
1289768.29308277,112351.989004523,137,1441,711490,690,The Outlet Collection Seattle,The Outlet Collection Seattle,1101 SuperMall Way,98001
1270349.37489969,223268.343943015,138,1791,831925,60,Pioneer Bldg,Pioneer Bldg,600 1st Ave,98104
1346821.99984127,197822.00015077,139,2330,991032,330,Swedish Medical Center Issaquah,Swedish Medical Center Issaquah,751 NE Blakely Dr,98029
1278133.59391128,226632.966478854,140,351210,0000000,350,Cafe Fava Llc,Cafe Fava Llc,1106 23RD AVE,98122
1279936.3101221,231028.546598434,141,351211,0000000,350,Cafe Flora,Cafe Flora,2901 E MADISON ST,98112
1303833.55661885,227366.331810027,142,351212,0000000,350,Cafe Habits,Cafe Habits,550 106TH AVE NE,98004
1303833.55661885,227366.331810027,143,351213,0000000,350,Cafe Habits/Kitchen,Cafe Habits,550 106TH AVE NE,98004
1282608.35103786,199679.467564434,144,351216,0000000,350,Cafe Huong Que,Cafe Huong Que,7127 M L KING JR WAY S,98118
1290296.97115928,165759.992096439,145,351820,0000000,350,Costco Wholesale #006 Grocery,Costco Wholesale #06,400 COSTCO DR,98188
1268878.33223811,286269.248452768,146,351824,0000000,350,Costco Wholesale #106,Costco Wholesale #106,1175 N 205TH ST,98133
1308338.38717611,251383.90549393,147,351825,0000000,350,Costco Wholesale #8,Costco Wholesale #8,8629 120TH AVE NE,98033
1308338.38717611,251383.90549393,148,351826,0000000,350,Costco Wholesale #8 - Bakery,Costco Wholesale #8,8629 120TH AVE NE,98033
1339473.04111402,202937.171678931,149,351827,0000000,350,Costco Wholesale #99,Costco Wholesale #99,1045 LAKE DR,98027
1266141.99453494,174845.845971942,150,351841,0000000,350,Country Side Cafe,Country Side Cafe,14901 AMBAUM BL SW,98166
1241669.95686494,139948.642144442,151,6005303,0000000,600,Dockton Forest,Dockton Forest,SW 260th St and 86th Ave SW,98070
1276204.74999994,255317.124989688,152,90030,0000000,90,Maple Leaf Neighborhood,Maple Leaf,NE 85th St & 15th Ave NE,98115
1312027.99987561,212781.000088349,153,6600668,95,664,Puesta Del Sol Elementary,Puesta Del Sol,3810 132nd Ave SE,98006
1282664.9998747,202649.000011191,154,1039,486395,661,Aki Kurose Middle School,Aki Kurose,3928 S Graham St,98118
1263319.99985085,192317.000005931,155,885,508163,660,Holy Family Bilingual Catholic School,Holy Family,9615 20th Ave SW,98106
1273725.96394703,260498.365939528,156,1753,254493,330,Pacific Medical Center-North,Pacific MC- North,10416 5th Ave NE,98125
1280323.67384869,218507.731745109,157,350014,0000000,350,A La Bonne Franquette,A La Bonne Franquette,1423 31ST AVE S,98144
1263137.87488702,212032.078029767,158,660145,465144,66,Station 36,36,3600 23rd Ave SW,98106
1264445.28336143,191472.223480269,159,351867,0000000,350,Crawfish House,Crawfish House,9826 16TH AVE SW,98106
1301327.37593569,177942.670815021,160,902073,1002010,902,G.H.Y. Bikes,G.H.Y. Bikes,909 S 3rd St,98057
1257631.75630611,247672.335161194,161,351890,0000000,350,Crisp Creperie @ Route 360-320-6266,Crisp Creperie (Kc168),3204 15TH AVE W,98119
1264964.98310944,227945.836884603,162,1058,835930,690,Pier 70 Shopping Center,Pier 70 Shopping Center,2815 Alaskan Way,98121
1297989.24087968,177634.740000442,163,350079,0000000,350,Afc Sushi @ Fred Meyer #459,Afc Sushi @ Fred Meyer #459,365 RENTON CENTER WAY SW,98057
1271430.92851086,223967.216561019,164,1713,834653,61,Seattle Municipal Court,Seattle Municipal Court,600 5th Ave,98104
1279878.97329453,212598.76915361,165,352289,0000000,350,El Asador,El Asador (Kc187),3320 RAINIER AVE S,98144
1275848.02335119,118203.106567353,166,2673,868245,330,UW Clinic Federal Way,UW Clinic Federal Way,32018 23rd Ave S,98003
1272419.57285902,151425.741893604,167,650043,380127,65,Des Moines Police Department,Des Moines PD,21900 11th Ave S,98198
1351825.8103717,74651.2504297644,168,6004414,853422,600,Veterans Triangle Park,Veterans Triangle Park,907 Cole St,98022
1305210.26088645,251752.181004107,169,350681,0000000,350,Bay Leavs Indian Foods,Bay Leavs Indian Foods,723 9TH AVE,98033
1273490.49985102,261900.390038356,170,1732,839232,60,Northgate Plaza,Northgate Plaza,120 Northgate Plaza,98125
1269988.52818044,228019.46993944,171,352071,0000000,350,Dilettante Chocolates,Dilettante Chocolates,818 Stewart ST,98101
1327010.73500194,116910.536974028,172,351092,0000000,350,Brookside Grocery,Brookside Grocery,32201 KENT BLACK DIA RD,98092
1295691.75006786,184896.906250358,173,660102,12244,66,Station 21,21,11619 84th Ave S,98178
1269631.9449041,227465.951033354,174,1689,840193,60,Lloyd Bldg,Lloyd Bldg,603  Stewart St,98101
1280867.99985978,167908.828021854,175,660016,396576,66,Station 46 - HQ,46 - HQ,3521 S 170th St,98188
1314006.78988127,202942.990893021,176,6005007,0000000,600,Big Field,Big Field,7031 148 Ave NE,00000
1278470.87506086,191167.023959443,177,1511,590486,420,Boeing DC,Boeing DC,E Marginal Way S & S 98th St,98108
1302579.49711911,253780.215990022,178,636,0000000,600,Reservoir Park - Kirkland,Reservoir Park,3rd St & 15th Ave,98033
1229921.1250477,134154.219022021,179,774,0000000,600,Recreation Area,Recreation Area,Sandy Shore Dr SW,98070
1276094.42607361,242963.824893191,180,1644,13991,480,Henry Art Gallery,Henry Art Gallery,15th Ave NE & NE Campus Pkwy,98195
1310638.39241861,159927.93519102,181,570118,609991,570,Fairwood Assembly of God P&R,Fairwood Assembly of God P&R,13120 SE 192nd St,98058
1339154.75008394,144949.420856774,182,650005,9258,65,Maple Valley Police Department,Maple Valley PD,22017 SE Wax Rd,98038
1343521.23150843,221666.048591182,183,650011,375887,65,KC Precinct 2 Headquarters,KC Precinct 2 HQ,801 228th Ave SE,98075
1272780.05015644,223851.792907357,184,860,438405,330,Harborview Medical Center,Harborview Med Ctr,325 9th Ave,98104
1347882.88912369,116018.753980681,185,238,1005599,390,Black Diamond Library,Black Diamond Lib,24707 Roberts Dr,98010
1273658.45653611,222963.629001275,186,2739,439096,600,Yesler Community Center,Yesler Community Center,917 E Yesler Way,98122
1302332.20036961,109162.335935026,187,2214,784368,600,Muckleshoot Indian Casino,Muckleshoot Indian Casino,2402 Auburn Way S,98002
1275228.8884346,215376.477180853,188,350700,0000000,350,Beacon Hill Market- Seafood,Beacon Hill Market,2500 BEACON AVE S,98144
1275228.8884346,215376.477180853,189,350701,0000000,350,Beacon Hill Market - Grocery,Beacon Hill Market,2500 BEACON AVE S,98144
1267577.84172885,227399.430825189,190,350707,0000000,350,Bear And The Bee,Bear And The Bee,2211 2ND AVE,98121
1351076.95753869,213735.152707607,191,350713,0000000,350,Beaver Lake Middle School,Beaver Lake Middle School,25025 SE 32ND ST,98029
1270044.65930177,221964.192351848,192,350714,0000000,350,Beba'S Deli,Beba'S Deli,415 1ST AVE S,98104
1289312.25593711,169667.805475026,193,350720,0000000,350,Bed Bath & Beyond,Bed Bath & Beyond,400 STRANDER BL,98188
1302584.54074419,249787.402125269,194,350727,0000000,350,Beijing O Chef,Beijing O'Chef,206 MAIN ST,98033
1268027.14365177,227879.678552359,195,350733,0000000,350,Bell Thai  Thai  Restaurant,Bell Thai  Thai  Restaurant,2211 4TH AVE,98121
1295020.00075519,215593.000041768,196,2426,192903,64,Mercer Island Post Office,Mercer Island Post Office,3040 78th Ave SE,98040
1275117.51168886,227250.81662111,197,352066,0000000,350,Diesel,Diesel,1413 14TH AVE,98122
1319883.4408576,229983.537205517,198,350829,0000000,350,Big Bawarchi,Big Bawarchi,1411 B 156th AVE NE,98007
1273994.29018202,227487.367985263,199,350840,0000000,350,Big Mario'S New York Style Pizza,Big Mario'S New York Style Pizza,1011 E Pike ST,98122
1317726.10199644,218716.795959517,200,350844,0000000,350,"Big Picture School; The","Big Picture School; The",14844 SE 22ND ST,98007
1274143.93916094,227896.310080767,201,350847,0000000,350,Bigfun,Bigfun,1535 11TH AVE,98122
1308409.88604885,204183.874566108,202,350852,0000000,350,Bill Pace Fruit & Produce/Cafe Pace,Bill Pace Fruit & Produce/Cafe Pace,5620 119TH AVE SE,98006
1280723.58151343,206693.736672357,203,350857,0000000,350,Billiard Hoang/Pool Hall,Billiard Hoang/Pool Hall,3220 S HUDSON ST,98118
1302080.22679219,242597.152070105,204,350863,0000000,350,Bin On The Lake,Bin On The Lake,1270 CARILLON PT,98033
1395427.88688128,194524.097297773,205,350864,0000000,350,"Bindlestick; The","Bindlestick; The",8010 RAILROAD AVE,98065
1302874.42730352,229223.887478098,206,350866,0000000,350,Biondo Pizza,Biondo Pizza,1105 BELLEVUE WAY NE #A-4,98004
1267009.54955836,173704.760327607,207,350870,0000000,350,Bison Creek Pizza,Bison Creek Pizza & Pub,630 SW 153RD ST #F,98166
1273474.64555202,259475.964112937,208,350871,0000000,350,Bistro @ Aljoya,Aljoya Thorton Place,450 NE 100TH ST,98125
1262612.76865378,173935.860915273,209,350872,0000000,350,Bistro Baffi,Bistro Baffi,15217 A 21ST AVE SW,98166
1258514.62363486,246847.047441691,210,350874,0000000,350,Bitterroot Seattle,Bitterroot Seattle,5239 BALLARD AVE NW,98107
1288097.58087303,170384.209225938,211,350879,0000000,350,Bj'S Restaurant And Brewery,Bj'S Restaurant And Brewery,1159 SOUTHCENTER MALL,98188
1318047.60889935,202965.169982523,212,6005040,0000000,600,SE 63rd Greenbelt North,SE 63rd Greenbelt North,7031 148 Ave NE,00000
1304669.20488194,230647.605103105,213,117,0000000,600,Zumdieck Park,Zumdieck Park,NE 16th Pl & 108th Ave NE,00000
1291954.88582245,144666.638942018,214,2400011,983817,240,ShoWare Center,ShoWare Center,625 W James St,98032
1249921.0000741,247640.686930522,215,1655,0000000,480,Indian Cultural Center,Indian Cultural Center,Discovery Park,98199
1369036.99707785,245388.494912609,216,351305,0000000,350,Camp Korey- Dining Center,Camp Korey @ Carnation Farms,28901 NE CARNATION FARM RD,98014
1335054.07685485,135133.055647016,217,351307,0000000,350,Camp Mccullough,Camp Mccullough,20665 SE 264TH ST,98042
1377425.78804302,235228.227831602,218,351308,0000000,350,Camp River Ranch,Camp River Ranch,33300 NE 32ND ST,98014
1222740.93271519,137103.797112361,219,351309,0000000,350,Camp Sealth,Camp Sealth,14500 SW CAMP SEALTH RD,98070
1417699.54673418,172553.613351688,220,351310,0000000,350,Camp Waskowitz Dining Hall,Camp Waskowitz Dining Hall,45505 SE 150TH ST,98045
1268453.5204237,226091.993151352,221,351311,0000000,350,Campagne,Campagne,86 PINE ST,98101
1289389.82697619,182870.827953443,222,351312,0000000,350,Campbell Hill Elementary,Campbell Hill Elementary,6418 S 124TH ST,98178
